item,task,worker,tstart,tproc
90,31,5,23760.600000,15.000000
86,48,1,23765.400000,72.000000
88,43,3,23772.000000,10.800000
90,32,5,23775.600000,30.000000
94,2,2,23781.000000,16.800000
89,34,6,23782.200000,18.000000
88,44,3,23782.800000,82.800000
93,26,2,23797.800000,31.200000
89,35,6,23800.200000,18.000000
92,4,5,23805.600000,91.200000
87,48,0,23809.800000,72.000000
89,36,6,23818.200000,21.000000
90,33,2,23829.000000,25.200000
91,27,4,23833.800000,60.000000
86,49,1,23837.400000,6.000000
89,37,6,23839.200000,57.600000
86,50,1,23843.400000,3.600000
86,51,1,23847.000000,3.600000
86,52,1,23850.600000,37.800000
90,34,2,23854.200000,18.000000
88,45,3,23865.600000,100.800000
90,35,2,23872.200000,18.000000
87,49,0,23881.800000,6.000000
87,50,0,23887.800000,3.600000
86,53,1,23888.400000,10.800000
90,36,2,23890.200000,21.000000
87,51,0,23891.400000,3.600000
91,5,4,23893.800000,87.600000
93,13,0,23895.000000,94.800000
89,38,5,23896.800000,22.800000
92,5,6,23896.800000,87.600000
86,54,1,23899.200000,51.000000
90,37,2,23911.200000,57.600000
89,39,5,23919.600000,7.200000
94,13,5,23926.800000,94.800000
87,52,1,23950.200000,37.800000
86,55,3,23966.400000,66.000000
89,40,2,23968.800000,25.800000
91,6,4,23981.400000,55.200000
92,6,6,23984.400000,55.200000
87,53,1,23988.000000,10.800000
88,46,0,23989.800000,97.800000
89,41,2,23994.600000,9.600000
87,54,1,23998.800000,51.000000
89,42,2,24004.200000,21.000000
90,38,5,24021.600000,22.800000
89,43,2,24025.200000,10.800000
93,19,3,24032.400000,18.600000
89,44,2,24036.000000,82.800000
91,10,4,24036.600000,36.600000
92,10,6,24039.600000,36.600000
90,39,5,24044.400000,7.200000
87,55,1,24049.800000,66.000000
93,4,3,24051.000000,91.200000
90,40,5,24051.600000,25.800000
94,3,4,24073.200000,42.600000
95,7,6,24076.200000,16.800000
90,41,5,24077.400000,9.600000
90,42,5,24087.000000,21.000000
88,47,0,24087.600000,80.400000
91,28,6,24093.000000,43.800000
90,43,5,24108.000000,10.800000
94,24,4,24115.800000,14.400000
95,8,1,24115.800000,35.400000
89,45,5,24118.800000,100.800000
90,44,2,24118.800000,82.800000
94,25,4,24130.200000,29.400000
92,27,6,24136.800000,60.000000
93,5,3,24142.200000,87.600000
95,13,1,24151.200000,94.800000
91,29,4,24159.600000,14.400000
88,48,0,24168.000000,72.000000
94,14,4,24174.000000,14.400000
94,17,4,24188.400000,12.000000
91,30,6,24196.800000,25.200000
94,18,4,24200.400000,21.000000
96,16,2,24201.600000,18.000000
90,45,5,24219.600000,100.800000
96,1,2,24219.600000,15.600000
94,15,4,24221.400000,6.000000
89,46,6,24222.000000,97.800000
97,16,4,24227.400000,18.000000
93,6,3,24229.800000,55.200000
96,7,2,24235.200000,16.800000
88,49,0,24240.000000,6.000000
97,1,4,24245.400000,15.600000
88,50,1,24246.000000,3.600000
91,31,0,24246.000000,15.000000
88,51,1,24249.600000,3.600000
94,26,2,24252.000000,31.200000
88,52,1,24253.200000,37.800000
91,32,4,24261.000000,30.000000
95,2,0,24261.000000,16.800000
95,24,0,24277.800000,14.400000
94,19,2,24283.200000,18.600000
93,10,3,24285.000000,36.600000
88,53,4,24291.000000,10.800000
91,33,1,24291.000000,25.200000
92,28,0,24292.200000,43.800000
88,54,4,24301.800000,51.000000
94,20,2,24301.800000,8.400000
94,21,2,24310.200000,18.000000
91,34,1,24316.200000,18.000000
89,47,6,24319.800000,80.400000
90,46,5,24320.400000,97.800000
93,14,3,24321.600000,14.400000
94,22,2,24328.200000,18.000000
91,35,1,24334.200000,18.000000
93,27,3,24336.000000,60.000000
95,3,0,24336.000000,42.600000
94,23,2,24346.200000,18.000000
91,36,1,24352.200000,21.000000
88,55,4,24352.800000,66.000000
92,29,2,24364.200000,14.400000
91,37,1,24373.200000,57.600000
95,25,0,24378.600000,29.400000
96,8,2,24378.600000,35.400000
92,30,3,24396.000000,25.200000
89,48,6,24400.200000,72.000000
93,20,0,24408.000000,8.400000
95,26,2,24414.000000,31.200000
93,15,0,24416.400000,6.000000
94,4,5,24418.200000,91.200000
90,47,4,24418.800000,80.400000
92,31,3,24421.200000,15.000000
96,2,0,24422.400000,16.800000
97,7,1,24430.800000,16.800000
91,38,3,24436.200000,22.800000
96,24,0,24439.200000,14.400000
93,21,2,24445.200000,18.000000
95,14,1,24447.600000,14.400000
96,25,0,24453.600000,29.400000
91,39,3,24459.000000,7.200000
92,32,1,24462.000000,30.000000
93,22,2,24463.200000,18.000000
91,40,3,24466.200000,25.800000
89,49,6,24472.200000,6.000000
89,50,6,24478.200000,3.600000
93,23,2,24481.200000,18.000000
89,51,6,24481.800000,3.600000
95,9,0,24483.000000,21.600000
89,52,6,24485.400000,37.800000
91,41,3,24492.000000,9.600000
92,33,1,24492.000000,25.200000
90,48,4,24499.200000,72.000000
93,28,2,24499.200000,43.800000
91,42,3,24501.600000,21.000000
95,17,0,24504.600000,12.000000
94,5,5,24509.400000,87.600000
95,4,0,24516.600000,91.200000
92,34,1,24517.200000,18.000000
91,43,3,24522.600000,10.800000
89,53,6,24523.200000,10.800000
91,44,3,24533.400000,82.800000
89,54,6,24534.000000,51.000000
92,35,1,24535.200000,18.000000
96,3,2,24543.000000,42.600000
92,36,1,24553.200000,21.000000
90,49,4,24571.200000,6.000000
92,37,1,24574.200000,57.600000
90,50,4,24577.200000,3.600000
90,51,4,24580.800000,3.600000
93,29,4,24584.400000,14.400000
89,55,6,24585.000000,66.000000
90,52,2,24585.600000,37.800000
94,27,5,24597.000000,60.000000
96,26,4,24598.800000,31.200000
93,30,0,24607.800000,25.200000
91,45,3,24616.200000,100.800000
90,53,2,24623.400000,10.800000
95,5,4,24630.000000,87.600000
96,17,1,24631.800000,12.000000
92,38,0,24633.000000,22.800000
90,54,2,24634.200000,51.000000
96,18,1,24643.800000,21.000000
97,8,6,24651.000000,35.400000
92,39,0,24655.800000,7.200000
93,31,5,24657.000000,15.000000
92,40,0,24663.000000,25.800000
94,6,1,24664.800000,55.200000
93,32,5,24672.000000,30.000000
96,4,2,24685.200000,91.200000
97,2,6,24686.400000,16.800000
92,41,0,24688.800000,9.600000
92,42,0,24698.400000,21.000000
98,16,5,24702.000000,18.000000
99,1,6,24703.200000,15.600000
90,55,3,24717.000000,66.000000
91,46,4,24717.600000,97.800000
93,33,6,24718.800000,25.200000
92,43,0,24719.400000,10.800000
94,10,5,24720.000000,36.600000
95,6,1,24720.000000,55.200000
92,44,0,24730.200000,82.800000
93,34,6,24744.000000,18.000000
97,3,5,24756.600000,42.600000
93,35,6,24762.000000,18.000000
95,10,1,24775.200000,36.600000
94,28,2,24776.400000,43.800000
93,36,6,24780.000000,21.000000
96,5,3,24783.000000,87.600000
97,11,5,24799.200000,31.200000
93,37,6,24801.000000,57.600000
95,18,1,24811.800000,21.000000
92,45,0,24813.000000,100.800000
98,1,4,24815.400000,15.600000
94,29,2,24820.200000,14.400000
91,47,5,24830.400000,80.400000
97,4,4,24831.000000,91.200000
95,27,1,24832.800000,60.000000
98,7,2,24834.600000,16.800000
98,8,2,24851.400000,35.400000
99,16,6,24858.600000,18.000000
96,6,3,24870.600000,55.200000
99,7,6,24876.600000,16.800000
98,2,2,24886.800000,16.800000
93,38,1,24892.800000,22.800000
95,15,6,24893.400000,6.000000
99,8,6,24899.400000,35.400000
98,24,2,24903.600000,14.400000
91,48,5,24910.800000,72.000000
95,19,0,24913.800000,18.600000
92,46,1,24915.600000,97.800000
93,39,2,24918.000000,7.200000
94,30,4,24922.200000,25.200000
93,40,2,24925.200000,25.800000
96,11,3,24925.800000,31.200000
95,20,0,24932.400000,8.400000
97,5,6,24934.800000,87.600000
98,25,0,24940.800000,29.400000
94,31,4,24947.400000,15.000000
93,41,2,24951.000000,9.600000
95,21,3,24957.000000,18.000000
93,42,2,24960.600000,21.000000
94,32,4,24962.400000,30.000000
96,12,0,24970.200000,30.600000
95,22,3,24975.000000,18.000000
93,43,2,24981.600000,10.800000
91,49,5,24982.800000,6.000000
91,50,5,24988.800000,3.600000
91,51,4,24992.400000,3.600000
93,44,5,24992.400000,82.800000
94,33,2,24992.400000,25.200000
95,28,3,24993.000000,43.800000
91,52,4,24996.000000,37.800000
96,9,0,25000.800000,21.600000
98,17,1,25013.400000,12.000000
92,47,2,25017.600000,80.400000
94,34,6,25022.400000,18.000000
96,13,0,25022.400000,94.800000
97,6,1,25025.400000,55.200000
91,53,4,25033.800000,10.800000
95,23,3,25036.800000,18.000000
94,35,6,25040.400000,18.000000
91,54,4,25044.600000,51.000000
98,3,3,25054.800000,42.600000
94,36,6,25058.400000,21.000000
95,29,5,25075.200000,14.400000
94,37,6,25079.400000,57.600000
93,45,1,25080.600000,100.800000
95,30,5,25089.600000,25.200000
97,12,4,25095.600000,30.600000
91,55,3,25097.400000,66.000000
92,48,2,25098.000000,72.000000
95,31,5,25114.800000,15.000000
96,27,0,25117.200000,60.000000
97,24,4,25126.200000,14.400000
95,32,5,25129.800000,30.000000
98,18,6,25137.000000,21.000000
97,25,4,25140.600000,29.400000
99,2,6,25158.000000,16.800000
94,38,5,25159.800000,22.800000
95,33,3,25163.400000,25.200000
92,49,4,25170.000000,6.000000
97,17,2,25170.000000,12.000000
100,1,6,25174.800000,15.600000
92,50,4,25176.000000,3.600000
96,28,0,25177.200000,43.800000
92,51,4,25179.600000,3.600000
98,26,1,25181.400000,31.200000
97,26,2,25182.000000,31.200000
93,46,5,25182.600000,97.800000
92,52,4,25183.200000,37.800000
94,39,3,25188.600000,7.200000
95,34,6,25190.400000,18.000000
94,40,3,25195.800000,25.800000
95,35,6,25208.400000,18.000000
98,11,1,25212.600000,31.200000
97,9,2,25213.200000,21.600000
92,53,4,25221.000000,10.800000
96,10,0,25221.000000,36.600000
94,41,3,25221.600000,9.600000
95,36,6,25226.400000,21.000000
94,42,3,25231.200000,21.000000
92,54,4,25231.800000,51.000000
97,13,2,25234.800000,94.800000
98,12,1,25243.800000,30.600000
95,37,6,25247.400000,57.600000
94,43,3,25252.200000,10.800000
96,19,0,25257.600000,18.600000
94,44,3,25263.000000,82.800000
98,9,1,25274.400000,21.600000
96,29,0,25276.200000,14.400000
93,47,5,25280.400000,80.400000
92,55,4,25282.800000,66.000000
96,14,0,25290.600000,14.400000
98,13,1,25296.000000,94.800000
96,20,6,25305.000000,8.400000
99,3,0,25305.000000,42.600000
96,15,6,25313.400000,6.000000
100,16,6,25319.400000,18.000000
95,38,2,25329.600000,22.800000
97,10,6,25337.400000,36.600000
100,7,3,25345.800000,16.800000
94,45,0,25347.600000,100.800000
96,21,4,25348.800000,18.000000
95,39,2,25352.400000,7.200000
95,40,2,25359.600000,25.800000
93,48,5,25360.800000,72.000000
99,4,3,25362.600000,91.200000
96,22,4,25366.800000,18.000000
97,18,6,25374.000000,21.000000
96,23,4,25384.800000,18.000000
95,41,2,25385.400000,9.600000
98,4,1,25390.800000,91.200000
95,42,6,25395.000000,21.000000
97,19,2,25395.000000,18.600000
100,8,4,25402.800000,35.400000
97,14,2,25413.600000,14.400000
95,43,6,25416.000000,10.800000
95,44,6,25426.800000,82.800000
97,20,2,25428.000000,8.400000
93,49,5,25432.800000,6.000000
97,21,2,25436.400000,18.000000
100,2,4,25438.200000,16.800000
93,50,5,25438.800000,3.600000
93,51,5,25442.400000,3.600000
93,52,5,25446.000000,37.800000
101,11,0,25448.400000,31.200000
94,46,3,25453.800000,97.800000
97,22,2,25454.400000,18.000000
99,5,4,25455.000000,87.600000
97,23,2,25472.400000,18.000000
100,3,0,25479.600000,42.600000
96,30,1,25482.000000,25.200000
93,53,5,25483.800000,10.800000
97,15,2,25490.400000,6.000000
93,54,5,25494.600000,51.000000
98,5,2,25496.400000,87.600000
96,31,1,25507.200000,15.000000
101,12,6,25509.600000,30.600000
95,45,1,25522.200000,100.800000
96,32,0,25522.200000,30.000000
100,24,6,25540.200000,14.400000
99,6,4,25542.600000,55.200000
101,1,5,25545.600000,15.600000
97,27,3,25551.600000,60.000000
100,4,6,25554.600000,91.200000
102,16,0,25554.600000,18.000000
101,7,5,25561.200000,16.800000
102,1,0,25572.600000,15.600000
101,8,5,25578.000000,35.400000
93,55,2,25584.000000,66.000000
98,14,0,25588.200000,14.400000
94,47,4,25597.800000,80.400000
98,15,0,25602.600000,6.000000
99,24,0,25608.600000,14.400000
97,28,3,25611.600000,43.800000
101,2,5,25613.400000,16.800000
96,33,1,25623.000000,25.200000
99,25,0,25623.000000,29.400000
102,7,5,25630.200000,16.800000
95,46,6,25645.800000,97.800000
102,8,5,25647.000000,35.400000
96,34,1,25648.200000,18.000000
98,6,2,25650.000000,55.200000
99,26,0,25652.400000,31.200000
97,29,3,25655.400000,14.400000
101,13,1,25666.200000,94.800000
96,35,3,25669.800000,18.000000
94,48,4,25678.200000,72.000000
102,2,5,25682.400000,16.800000
99,11,0,25683.600000,31.200000
96,36,3,25687.800000,21.000000
100,25,5,25699.200000,29.400000
98,10,2,25705.200000,36.600000
96,37,3,25708.800000,57.600000
99,12,0,25714.800000,30.600000
100,5,5,25728.600000,87.600000
98,19,2,25741.800000,18.600000
97,30,6,25743.600000,25.200000
99,17,0,25745.400000,12.000000
94,49,4,25750.200000,6.000000
94,50,4,25756.200000,3.600000
95,47,0,25757.400000,80.400000
94,51,4,25759.800000,3.600000
98,20,2,25760.400000,8.400000
99,13,1,25761.000000,94.800000
94,52,4,25763.400000,37.800000
101,3,3,25766.400000,42.600000
96,38,6,25768.800000,22.800000
102,24,2,25768.800000,14.400000
102,25,2,25783.200000,29.400000
96,39,6,25791.600000,7.200000
96,40,6,25798.800000,25.800000
94,53,4,25801.200000,10.800000
97,31,3,25809.000000,15.000000
94,54,4,25812.000000,51.000000
98,21,2,25812.600000,18.000000
100,6,5,25816.200000,55.200000
97,32,3,25824.000000,30.000000
96,41,6,25824.600000,9.600000
98,22,2,25830.600000,18.000000
96,42,6,25834.200000,21.000000
95,48,0,25837.800000,72.000000
98,23,2,25848.600000,18.000000
97,33,3,25854.000000,25.200000
96,43,6,25855.200000,10.800000
99,27,1,25855.800000,60.000000
101,4,4,25863.000000,91.200000
96,44,6,25866.000000,82.800000
102,17,2,25866.600000,12.000000
94,55,5,25871.400000,66.000000
100,17,2,25878.600000,12.000000
97,34,3,25879.200000,18.000000
100,26,2,25890.600000,31.200000
97,35,3,25897.200000,18.000000
95,49,0,25909.800000,6.000000
97,36,3,25915.200000,21.000000
95,50,1,25915.800000,3.600000
98,27,0,25915.800000,60.000000
95,51,1,25919.400000,3.600000
99,9,2,25921.800000,21.600000
95,52,1,25923.000000,37.800000
97,37,3,25936.200000,57.600000
100,11,5,25937.400000,31.200000
99,10,2,25943.400000,36.600000
96,45,6,25948.800000,100.800000
101,5,4,25954.200000,87.600000
95,53,1,25960.800000,10.800000
100,27,5,25968.600000,60.000000
95,54,1,25971.600000,51.000000
98,28,0,25975.800000,43.800000
99,18,2,25980.000000,21.000000
102,3,3,25993.800000,42.600000
99,14,2,26001.000000,14.400000
99,15,2,26015.400000,6.000000
97,38,0,26019.600000,22.800000
98,29,2,26021.400000,14.400000
103,1,1,26022.600000,15.600000
99,28,5,26028.600000,43.800000
100,12,2,26035.800000,30.600000
95,55,3,26036.400000,66.000000
102,18,1,26038.200000,21.000000
101,6,4,26041.800000,55.200000
97,39,0,26042.400000,7.200000
96,46,6,26049.600000,97.800000
97,40,0,26049.600000,25.800000
102,26,1,26059.200000,31.200000
100,18,2,26066.400000,21.000000
98,30,5,26072.400000,25.200000
97,41,0,26075.400000,9.600000
97,42,0,26085.000000,21.000000
99,29,2,26087.400000,14.400000
100,9,1,26090.400000,21.600000
101,9,4,26097.000000,21.600000
98,31,5,26097.600000,15.000000
103,16,2,26101.800000,18.000000
99,19,3,26102.400000,18.600000
97,43,0,26106.000000,10.800000
100,10,1,26112.000000,36.600000
98,32,5,26112.600000,30.000000
97,44,0,26116.800000,82.800000
101,10,4,26118.600000,36.600000
102,11,2,26119.800000,31.200000
99,20,3,26121.000000,8.400000
99,21,3,26129.400000,18.000000
98,33,5,26142.600000,25.200000
96,47,3,26147.400000,80.400000
99,22,6,26147.400000,18.000000
100,13,1,26148.600000,94.800000
102,4,2,26151.000000,91.200000
101,16,4,26155.200000,18.000000
99,23,6,26165.400000,18.000000
98,34,5,26167.800000,18.000000
101,24,4,26173.200000,14.400000
103,11,6,26183.400000,31.200000
104,11,5,26185.800000,31.200000
98,35,4,26187.600000,18.000000
101,14,0,26199.600000,14.400000
98,36,4,26205.600000,21.000000
101,25,0,26214.000000,29.400000
97,45,6,26214.600000,100.800000
103,12,5,26217.000000,30.600000
98,37,4,26226.600000,57.600000
96,48,3,26227.800000,72.000000
99,30,2,26242.200000,25.200000
100,28,1,26243.400000,43.800000
101,26,0,26243.400000,31.200000
102,12,5,26247.600000,30.600000
99,31,2,26267.400000,15.000000
101,17,0,26274.600000,12.000000
102,5,5,26278.200000,87.600000
99,32,2,26282.400000,30.000000
103,7,4,26284.200000,16.800000
101,18,0,26286.600000,21.000000
98,38,1,26287.200000,22.800000
96,49,3,26299.800000,6.000000
100,29,4,26301.000000,14.400000
96,50,3,26305.800000,3.600000
101,19,0,26307.600000,18.600000
96,51,3,26309.400000,3.600000
98,39,1,26310.000000,7.200000
103,13,2,26312.400000,94.800000
96,52,3,26313.000000,37.800000
97,46,4,26315.400000,97.800000
99,33,6,26315.400000,25.200000
98,40,1,26317.200000,25.800000
100,19,0,26326.200000,18.600000
99,34,6,26340.600000,18.000000
98,41,1,26343.000000,9.600000
100,14,0,26344.800000,14.400000
96,53,3,26350.800000,10.800000
98,42,1,26352.600000,21.000000
99,35,6,26358.600000,18.000000
100,20,0,26359.200000,8.400000
96,54,3,26361.600000,51.000000
101,20,5,26365.800000,8.400000
100,21,0,26367.600000,18.000000
98,43,1,26373.600000,10.800000
101,21,5,26374.200000,18.000000
99,36,6,26376.600000,21.000000
98,44,1,26384.400000,82.800000
100,22,0,26385.600000,18.000000
101,22,5,26392.200000,18.000000
99,37,6,26397.600000,57.600000
100,23,0,26403.600000,18.000000
102,13,2,26407.200000,94.800000
101,23,5,26410.200000,18.000000
96,55,3,26412.600000,66.000000
97,47,4,26413.200000,80.400000
100,30,0,26421.600000,25.200000
101,15,5,26428.200000,6.000000
103,8,5,26434.200000,35.400000
100,31,0,26446.800000,15.000000
104,12,6,26455.200000,30.600000
99,38,0,26461.800000,22.800000
98,45,1,26467.200000,100.800000
100,15,5,26469.600000,6.000000
103,2,5,26475.600000,16.800000
105,11,3,26478.600000,31.200000
99,39,0,26484.600000,7.200000
100,32,6,26485.800000,30.000000
99,40,0,26491.800000,25.800000
103,24,5,26492.400000,14.400000
97,48,4,26493.600000,72.000000
101,27,2,26502.000000,60.000000
102,14,5,26506.800000,14.400000
103,3,3,26509.800000,42.600000
104,13,6,26515.800000,94.800000
99,41,0,26517.600000,9.600000
102,15,5,26521.200000,6.000000
99,42,5,26527.200000,21.000000
105,12,0,26527.200000,30.600000
99,43,5,26548.200000,10.800000
100,33,3,26552.400000,25.200000
103,25,0,26557.800000,29.400000
99,44,5,26559.000000,82.800000
101,28,2,26562.000000,43.800000
97,49,4,26565.600000,6.000000
102,6,1,26568.000000,55.200000
97,50,4,26571.600000,3.600000
97,51,4,26575.200000,3.600000
100,34,3,26577.600000,18.000000
97,52,4,26578.800000,37.800000
103,26,0,26587.200000,31.200000
100,35,3,26595.600000,18.000000
98,46,2,26605.800000,97.800000
104,1,6,26610.600000,15.600000
100,36,3,26613.600000,21.000000
97,53,4,26616.600000,10.800000
101,29,0,26618.400000,14.400000
102,27,1,26623.200000,60.000000
103,9,6,26626.200000,21.600000
97,54,4,26627.400000,51.000000
104,16,0,26632.800000,18.000000
100,37,3,26634.600000,57.600000
99,45,5,26641.800000,100.800000
103,14,6,26647.800000,14.400000
104,7,0,26650.800000,16.800000
103,17,6,26662.200000,12.000000
104,8,0,26667.600000,35.400000
103,18,6,26674.200000,21.000000
97,55,4,26678.400000,66.000000
101,30,1,26683.200000,25.200000
102,9,3,26692.200000,21.600000
103,15,6,26695.200000,6.000000
105,16,6,26701.200000,18.000000
104,2,0,26703.000000,16.800000
100,38,2,26703.600000,22.800000
101,31,1,26708.400000,15.000000
98,47,3,26713.800000,80.400000
102,10,6,26719.200000,36.600000
104,24,0,26719.800000,14.400000
101,32,1,26723.400000,30.000000
100,39,2,26726.400000,7.200000
100,40,2,26733.600000,25.800000
103,4,0,26734.200000,91.200000
104,3,5,26742.600000,42.600000
105,1,4,26744.400000,15.600000
99,46,1,26753.400000,97.800000
101,33,6,26755.800000,25.200000
100,41,2,26759.400000,9.600000
105,7,4,26760.000000,16.800000
100,42,2,26769.000000,21.000000
105,8,4,26776.800000,35.400000
101,34,6,26781.000000,18.000000
102,19,5,26785.200000,18.600000
100,43,2,26790.000000,10.800000
98,48,3,26794.200000,72.000000
101,35,6,26799.000000,18.000000
100,44,2,26800.800000,82.800000
102,20,5,26803.800000,8.400000
102,21,4,26812.200000,18.000000
104,9,5,26812.200000,21.600000
101,36,6,26817.000000,21.000000
103,27,0,26825.400000,60.000000
102,22,4,26830.200000,18.000000
104,25,5,26833.800000,29.400000
101,37,6,26838.000000,57.600000
102,23,4,26848.200000,18.000000
99,47,1,26851.200000,80.400000
104,4,5,26863.200000,91.200000
98,49,3,26866.200000,6.000000
105,9,4,26866.200000,21.600000
98,50,3,26872.200000,3.600000
98,51,3,26875.800000,3.600000
98,52,3,26879.400000,37.800000
100,45,2,26883.600000,100.800000
102,28,0,26885.400000,43.800000
103,5,4,26887.800000,87.600000
105,2,6,26895.600000,16.800000
105,24,6,26912.400000,14.400000
98,53,3,26917.200000,10.800000
105,25,6,26926.800000,29.400000
98,54,3,26928.000000,51.000000
101,38,0,26929.200000,22.800000
99,48,1,26931.600000,72.000000
101,39,0,26952.000000,7.200000
104,14,5,26954.400000,14.400000
102,29,6,26956.200000,14.400000
101,40,0,26959.200000,25.800000
104,15,5,26968.800000,6.000000
102,30,6,26970.600000,25.200000
104,17,5,26974.800000,12.000000
103,6,4,26975.400000,55.200000
105,13,3,26979.000000,94.800000
98,55,2,26984.400000,66.000000
101,41,0,26985.000000,9.600000
104,18,5,26986.800000,21.000000
101,42,0,26994.600000,21.000000
100,46,6,26995.800000,97.800000
99,49,1,27003.600000,6.000000
106,16,5,27007.800000,18.000000
99,50,1,27009.600000,3.600000
99,51,1,27013.200000,3.600000
101,43,0,27015.600000,10.800000
99,52,1,27016.800000,37.800000
104,5,5,27025.800000,87.600000
101,44,0,27026.400000,82.800000
103,10,4,27030.600000,36.600000
106,11,2,27050.400000,31.200000
99,53,1,27054.600000,10.800000
99,54,1,27065.400000,51.000000
103,19,4,27067.200000,18.600000
102,31,3,27073.800000,15.000000
105,3,2,27081.600000,42.600000
103,20,4,27085.800000,8.400000
102,32,3,27088.800000,30.000000
100,47,6,27093.600000,80.400000
103,28,4,27094.200000,43.800000
106,12,0,27109.200000,30.600000
101,45,5,27113.400000,100.800000
107,16,1,27116.400000,18.000000
108,1,3,27118.800000,15.600000
99,55,2,27124.200000,66.000000
105,4,3,27134.400000,91.200000
107,1,1,27134.400000,15.600000
103,29,4,27138.000000,14.400000
106,13,0,27139.800000,94.800000
107,7,1,27150.000000,16.800000
108,16,4,27152.400000,18.000000
107,8,1,27166.800000,35.400000
108,7,4,27170.400000,16.800000
100,48,6,27174.000000,72.000000
108,8,4,27187.200000,35.400000
102,33,2,27190.200000,25.200000
107,2,1,27202.200000,16.800000
103,21,5,27214.200000,18.000000
102,34,2,27215.400000,18.000000
104,6,1,27219.000000,55.200000
107,24,4,27222.600000,14.400000
101,46,3,27225.600000,97.800000
103,22,5,27232.200000,18.000000
105,5,2,27233.400000,87.600000
106,1,0,27234.600000,15.600000
102,35,4,27237.000000,18.000000
100,49,6,27246.000000,6.000000
103,23,5,27250.200000,18.000000
106,7,0,27250.200000,16.800000
100,50,6,27252.000000,3.600000
102,36,4,27255.000000,21.000000
100,51,6,27255.600000,3.600000
100,52,6,27259.200000,37.800000
106,8,0,27267.000000,35.400000
103,30,5,27268.200000,25.200000
104,10,1,27274.200000,36.600000
102,37,4,27276.000000,57.600000
103,31,5,27293.400000,15.000000
100,53,6,27297.000000,10.800000
106,9,0,27302.400000,21.600000
100,54,6,27307.800000,51.000000
103,32,5,27308.400000,30.000000
104,26,1,27310.800000,31.200000
105,6,2,27321.000000,55.200000
107,25,3,27323.400000,29.400000
101,47,0,27324.000000,80.400000
102,38,4,27333.600000,22.800000
106,2,5,27338.400000,16.800000
103,33,1,27342.000000,25.200000
104,27,3,27352.800000,60.000000
106,24,5,27355.200000,14.400000
102,39,4,27356.400000,7.200000
108,2,6,27358.800000,16.800000
102,40,4,27363.600000,25.800000
100,55,1,27367.200000,66.000000
103,34,5,27369.600000,18.000000
106,25,6,27375.600000,29.400000
105,10,2,27376.200000,36.600000
107,3,5,27387.600000,42.600000
102,41,4,27389.400000,9.600000
102,42,4,27399.000000,21.000000
101,48,0,27404.400000,72.000000
103,35,6,27405.000000,18.000000
104,28,3,27412.800000,43.800000
105,14,2,27412.800000,14.400000
102,43,4,27420.000000,10.800000
103,36,6,27423.000000,21.000000
105,17,2,27427.200000,12.000000
106,3,5,27430.200000,42.600000
102,44,4,27430.800000,82.800000
107,4,1,27433.200000,91.200000
105,26,2,27439.200000,31.200000
103,37,6,27444.000000,57.600000
104,29,3,27456.600000,14.400000
105,27,2,27470.400000,60.000000
104,19,3,27471.000000,18.600000
106,26,5,27472.800000,31.200000
101,49,0,27476.400000,6.000000
101,50,0,27482.400000,3.600000
101,51,0,27486.000000,3.600000
101,52,3,27489.600000,37.800000
104,20,0,27489.600000,8.400000
104,21,0,27498.000000,18.000000
108,3,6,27501.600000,42.600000
106,14,5,27504.000000,14.400000
102,45,4,27513.600000,100.800000
104,22,0,27516.000000,18.000000
106,17,5,27518.400000,12.000000
103,38,1,27524.400000,22.800000
101,53,3,27527.400000,10.800000
105,28,5,27530.400000,43.800000
106,18,2,27530.400000,21.000000
104,23,0,27534.000000,18.000000
101,54,3,27538.200000,51.000000
107,5,6,27544.200000,87.600000
103,39,1,27547.200000,7.200000
106,4,2,27551.400000,91.200000
108,11,0,27552.000000,31.200000
103,40,1,27554.400000,25.800000
104,30,5,27574.200000,25.200000
103,41,1,27580.200000,9.600000
105,18,0,27583.200000,21.000000
101,55,3,27589.200000,66.000000
103,42,1,27589.800000,21.000000
104,31,5,27599.400000,15.000000
105,29,0,27604.200000,14.400000
103,43,1,27610.800000,10.800000
102,46,4,27614.400000,97.800000
108,12,5,27614.400000,30.600000
105,19,0,27618.600000,18.600000
103,44,1,27621.600000,82.800000
107,6,6,27631.800000,55.200000
105,20,0,27637.200000,8.400000
104,32,2,27642.600000,30.000000
106,5,5,27645.000000,87.600000
105,15,0,27645.600000,6.000000
108,24,0,27651.600000,14.400000
105,21,3,27655.200000,18.000000
108,25,0,27666.000000,29.400000
109,1,2,27672.600000,15.600000
104,33,3,27673.200000,25.200000
105,22,6,27687.000000,18.000000
107,26,2,27688.200000,31.200000
108,13,0,27695.400000,94.800000
104,34,3,27698.400000,18.000000
103,45,1,27704.400000,100.800000
105,23,6,27705.000000,18.000000
109,16,4,27712.200000,18.000000
110,1,3,27716.400000,15.600000
102,47,2,27719.400000,80.400000
105,30,6,27723.000000,25.200000
104,35,4,27730.200000,18.000000
109,7,3,27732.000000,16.800000
106,6,5,27732.600000,55.200000
104,36,4,27748.200000,21.000000
105,31,6,27748.200000,15.000000
107,17,3,27748.800000,12.000000
107,18,3,27760.800000,21.000000
105,32,6,27763.200000,30.000000
104,37,4,27769.200000,57.600000
109,8,3,27781.800000,35.400000
